1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
,,,,,,,View Your Core Investment Calculation, View Your Per Student Investment Calculation , View Your Additional Investment Calculation ,,,View Your Regionalization Factor,,,,View Your Local Capacity Target Calculation,,,,,,,,,,,,,,,,Additional Calculations for Tier 2 & 3 Step 2 ,,,,,,,,,,,,,,,,,
,,,,,,,Stage 1: Determining Base Adequacy Level,,,,,,,,,Stage 2: Determining Percent of Adequacy,,,,,Determining Distribution Tier,,,,,Stage 3: Determining Tier Funding,,,,,,,,,,,,,Calculating Total State Contribution ,,,,,,,,,,
District ID,District Name,County,Organization Type,,Total ASE,, Core Investment Cost ," Per Student Investment Cost
(Subject to CWI) ", Additional Investments Cost ," Per Student Investment Cost
(Not Subject to CWI) ", Adequacy Target ,"Regionalization Factor
(CWI)"," Final Adequacy Target
(Adjusted for Regionalization Factor) "," Final Adequacy Target Per Student
(Adjusted for Regionalization Factor) ",,Adjusted Local Capacity Target,Adjusted Base Funding Minimum,Final Resources,Final Percent of Adequacy,,Adequacy Funding Gap,Final Adequacy Level ,Tier Assignment,Flag Tier 1,,Tier 1 Funding Gap,Tier 1 Funding,Tier 2 Funding Gap,"Tier 2 Funding
Step 1","Tier 2 Funding
Step 2","Tier 2 Funding 
Step 3",Tier 1 Per Student,Original Tier 2 Per Student,Final Tier 2 Per Student,Tier 3 Per Student,Tier 4 Per Student, Tier 3 Funding , Tier 4 Funding ," Calculated New FY 23 Funding
(Tier Funding)",FY 23 Tier Funding Per Pupil,Gross Base Funding Minimum,Total Gross FY 23 State Contribution,FY 22 EBF Adjustments,Total NET FY 23 State Contribution,,Rep No.,Senator No.,,Per Pupil Gap to Full Funding
4707126900400,ESWOOD C C DISTRICT 269,OGLE,Elementary,,  75.30 ,,"  436,453.52 ","  68,084.00 ","  131,392.54 ","  350,447.52 ","  986,377.58 ",0.9,"  922,784.57 ","  12,254.77 ",,"  1,000,257.34 ","  96,876.81 ","  1,163,284.11 ",126.1%,,"  (240,499.54)",126%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.94 ,  -    ,  71.01 ,  71.00 ,  0.94 ,"  96,876.81 ","  96,947.81 ",,"  96,947.81 ",,90,45,,-3194
4709800102600,ERIE COMM UNIT SCH DIST 1,WHITESIDE,Unit,,  591.46 ,,"  3,512,559.99 ","  534,780.38 ","  791,143.60 ","  2,829,870.45 ","  7,668,354.42 ",0.9,"  7,184,506.02 ","  12,147.06 ",,"  9,797,191.82 ","  415,232.45 ","  16,481,699.51 ",229.4%,,"  (9,297,193.49)",229%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.93 ,  -    ,  552.84 ,  552.83 ,  0.93 ,"  415,232.45 ","  415,785.28 ",,"  415,785.28 ",,71,36,,-15719
4709800202600,RIVER BEND COMM UNIT DIST 2,WHITESIDE,Unit,,  889.03 ,,"  5,328,629.71 ","  803,834.25 ","  1,318,651.56 ","  4,553,298.28 ","  12,004,413.80 ",0.9,"  11,259,302.24 ","  12,664.70 ",,"  4,923,692.86 ","  2,712,418.83 ","  8,100,644.12 ",71.9%,,"  3,158,658.12 ",72%,1,1,,"  139,106.30 ","  41,731.89 ","  1,120,333.45 ","  70,392.34 ","  70,392.34 ",  -   , $ 46.94 , $ 79.18 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  41,731.88 ",  46.94 ,"  2,753,516.62 ","  2,795,248.50 ",,"  2,795,248.50 ",,71,36,,3553
4709800302600,PROPHETSTOWN-LYNDON-TAMPICO CUSD3,WHITESIDE,Unit,,  718.20 ,,"  4,377,052.35 ","  649,374.89 ","  1,279,446.98 ","  3,751,246.36 ","  10,057,120.58 ",0.9,"  9,426,533.16 ","  13,125.22 ",,"  4,342,134.43 ","  2,712,591.51 ","  7,556,913.53 ",80.2%,,"  1,869,619.63 ",80%,2,0,,  -   ,  -   ,"  509,089.90 ","  31,986.93 ","  31,986.93 ",  -   , $ -   , $ 44.54 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,785,779.00 ","  2,785,779.00 ",,"  2,785,779.00 ",,71,36,,2603
4709800502600,STERLING C U DIST 5,WHITESIDE,Unit,,"  3,180.63 ",,"  19,751,464.78 ","  2,875,830.22 ","  6,554,492.67 ","  17,037,867.18 ","  46,219,654.85 ",0.9,"  43,301,476.08 ","  13,614.11 ",,"  11,299,537.13 ","  14,922,597.50 ","  30,632,405.66 ",70.7%,,"  12,669,070.42 ",71%,1,1,,"  1,056,356.92 ","  316,907.08 ","  5,958,753.29 ","  374,398.00 ","  374,398.00 ",  -   , $ 99.64 , $ 117.71 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  316,907.07 ",  99.63 ,"  15,482,896.01 ","  15,799,803.08 ",,"  15,799,803.08 ",,71,36,,3983
4709800602600,MORRISON COMM UNIT SCH DIST 6,WHITESIDE,Unit,,  967.54 ,,"  5,832,395.42 ","  874,820.64 ","  1,498,872.82 ","  4,978,087.59 ","  13,184,176.47 ",0.9,"  12,363,567.57 ","  12,778.35 ",,"  5,130,880.54 ","  3,172,317.33 ","  8,890,892.17 ",71.9%,,"  3,472,675.40 ",72%,1,1,,"  156,978.55 ","  47,093.56 ","  1,280,696.67 ","  80,468.22 ","  80,468.22 ",  -   , $ 48.67 , $ 83.17 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  47,093.56 ",  48.67 ,"  3,221,574.34 ","  3,268,667.90 ",,"  3,268,667.90 ",,71,36,,3589
4709801300200,ROCK FALLS ELEMENTARY SCH DIST 13,WHITESIDE,Elementary,,  803.88 ,,"  5,058,948.71 ","  726,844.17 ","  2,231,868.68 ","  4,332,742.72 ","  12,350,404.28 ",0.9,"  11,548,638.12 ","  14,366.12 ",,"  1,550,083.09 ","  6,665,209.21 ","  8,588,923.58 ",74.4%,,"  2,959,714.54 ",74%,2,0,,  -   ,  -   ,"  1,565,888.49 ","  98,387.28 ","  98,387.28 ",  -   , $ -   , $ 122.39 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  7,038,972.09 ","  7,038,972.09 ",,"  7,038,972.09 ",,71,36,,3682
4709802000200,EAST COLOMA - NELSON CESD 20,WHITESIDE,Elementary,,  231.90 ,,"  1,393,287.37 ","  209,677.02 ","  448,654.97 ","  1,106,535.18 ","  3,158,154.54 ",0.9,"  2,952,992.60 ","  12,733.90 ",,"  1,813,100.42 ","  789,519.00 ","  2,889,767.36 ",97.9%,,"  63,225.24 ",98%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.87 , $ -   ,"  4,839.39 ",  -    ,"  4,839.38 ",  20.86 ,"  792,885.96 ","  797,725.34 ",,"  797,725.34 ",,71,36,,273
4709814500400,MONTMORENCY C C SCH DIST 145,WHITESIDE,Elementary,,  229.25 ,,"  1,336,234.10 ","  207,280.97 ","  345,059.56 ","  1,118,388.59 ","  3,006,963.22 ",0.9,"  2,818,105.75 ","  12,292.71 ",,"  1,451,888.08 ","  961,076.82 ","  2,550,181.95 ",90.5%,,"  267,923.80 ",90%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.15 , $ -   ,"  4,618.33 ",  -    ,"  4,618.33 ",  20.14 ,"  965,957.20 ","  970,575.53 ",,"  970,575.53 ",,71,36,,1169
4709830101700,ROCK FALLS TWP H S DIST 301,WHITESIDE,High School,,  621.82 ,,"  4,128,198.56 ","  562,230.98 ","  1,239,447.71 ","  3,664,776.11 ","  9,594,653.36 ",0.9,"  9,001,665.63 ","  14,476.32 ",,"  2,445,139.94 ","  3,613,112.19 ","  6,674,639.43 ",74.1%,,"  2,327,026.20 ",74%,2,0,,  -   ,  -   ,"  1,141,345.02 ","  71,712.53 ","  71,712.53 ",  -   , $ -   , $ 115.33 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  3,756,720.56 ","  3,756,720.56 ",,"  3,756,720.56 ",,71,36,,3742
4800000000092,ALT SCH-PEORIA ROE,PEORIA,Regional,,  40.98 ,,"  267,385.95 ","  37,052.88 ","  79,312.75 ","  239,425.90 ","  623,177.48 ",0.9,"  584,802.31 ","  14,270.43 ",,"  58,480.23 ","  394,114.44 ","  452,594.67 ",77.4%,,"  132,207.64 ",77%,2,0,,  -   ,  -   ,"  66,354.67 ","  4,169.17 ","  4,169.17 ",  -   , $ -   , $ 101.74 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  394,114.44 ","  394,114.44 ",,"  394,114.44 ",,73,37,,3226
4800000000093,SAFE SCH-PEORIA ROE,PEORIA,Regional,,  33.31 ,,"  184,075.13 ","  30,117.90 ","  63,950.08 ","  167,160.58 ","  445,303.69 ",0.9,"  417,489.37 ","  12,533.45 ",,"  41,748.93 ","  286,851.43 ","  328,600.36 ",78.7%,,"  88,889.01 ",79%,2,0,,  -   ,  -   ,"  42,426.07 ","  2,665.70 ","  2,665.70 ",  -   , $ -   , $ 80.03 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  286,851.43 ","  286,851.43 ",,"  286,851.43 ",,92,46,,2669
4807206200200,PLEASANT VALLEY SCH DIST 62,PEORIA,Elementary,,  444.87 ,,"  2,851,967.41 ","  402,238.10 ","  1,204,467.53 ","  2,402,249.28 ","  6,860,922.32 ",0.9,"  6,415,055.01 ","  14,420.06 ",,"  985,307.61 ","  3,157,985.70 ","  4,232,104.03 ",66.0%,,"  2,182,950.98 ",66%,1,1,,"  462,543.21 ","  138,762.96 ","  1,193,963.36 ","  75,018.63 ","  75,018.63 ",  -   , $ 311.92 , $ 168.63 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  138,762.96 ",  311.91 ,"  3,442,712.86 ","  3,581,475.82 ",,"  3,581,475.82 ",,92,46,,4907
4807206300200,NORWOOD ELEM SCHOOL DIST 63,PEORIA,Elementary,,  409.21 ,,"  2,447,626.44 ","  369,995.40 ","  787,407.98 ","  2,063,572.89 ","  5,668,602.71 ",0.9,"  5,308,099.73 ","  12,971.57 ",,"  1,151,326.83 ","  1,978,731.14 ","  3,275,524.23 ",61.7%,,"  2,032,575.50 ",62%,1,1,,"  609,034.16 ","  182,710.25 ","  1,032,952.19 ","  64,902.04 ","  64,902.04 ",  -   , $ 446.50 , $ 158.60 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  182,710.24 ",  446.49 ,"  2,066,780.51 ","  2,249,490.75 ",,"  2,249,490.75 ",,91,46,,4967
4807206600200,BARTONVILLE SCHOOL DIST 66,PEORIA,Elementary,,  221.90 ,,"  1,325,781.44 ","  200,635.32 ","  425,859.21 ","  1,118,972.01 ","  3,071,247.98 ",0.9,"  2,876,020.38 ","  12,960.88 ",,"  790,800.03 ","  795,423.06 ","  2,144,574.87 ",74.6%,,"  731,445.51 ",75%,2,0,,  -   ,  -   ,"  329,686.93 ","  20,714.76 ","  20,714.76 ",  -   , $ -   , $ 93.35 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  849,092.06 ","  849,092.06 ",,"  849,092.06 ",,92,46,,3296
4807206800200,OAK GROVE SCHOOL DIST 68,PEORIA,Elementary,,  262.04 ,,"  1,577,784.50 ","  236,928.70 ","  505,603.21 ","  1,250,407.93 ","  3,570,724.34 ",0.9,"  3,338,692.69 ","  12,741.15 ",,"  1,749,605.59 ","  1,192,368.52 ","  3,077,441.86 ",92.2%,,"  261,250.83 ",92%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.88 , $ -   ,"  5,471.47 ",  -    ,"  5,471.47 ",  20.88 ,"  1,200,802.54 ","  1,206,274.01 ",,"  1,206,274.01 ",,92,46,,997
4807206900200,PLEASANT HILL SCHOOL DIST 69,PEORIA,Elementary,,  196.73 ,,"  1,206,156.12 ","  177,877.36 ","  490,586.90 ","  1,035,077.53 ","  2,909,697.91 ",0.9,"  2,722,235.86 ","  13,837.42 ",,"  359,408.91 ","  1,540,566.45 ","  1,989,545.82 ",73.1%,,"  732,690.04 ",73%,1,1,,"  2,633.05 ",  789.92 ,"  401,297.62 ","  25,214.17 ","  25,214.17 ",  -   , $ 4.02 , $ 128.17 , $ -   , $ -   , $ -   ,  -    ,  -    ,  789.91 ,  4.01 ,"  1,608,211.39 ","  1,609,001.30 ",,"  1,609,001.30 ",,92,46,,3724
4807207000200,MONROE SCHOOL DIST 70,PEORIA,Elementary,,  300.22 ,,"  1,737,315.73 ","  271,449.91 ","  465,668.54 ","  1,466,947.73 ","  3,941,381.91 ",0.9,"  3,693,938.49 ","  12,304.10 ",,"  1,395,394.33 ","  879,112.08 ","  2,402,373.27 ",65.0%,,"  1,291,565.22 ",65%,1,1,,"  300,914.25 ","  90,274.27 ","  540,233.97 ","  33,943.76 ","  33,943.76 ",  -   , $ 300.69 , $ 113.06 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  90,274.27 ",  300.69 ,"  891,208.71 ","  981,482.98 ",,"  981,482.98 ",,92,46,,4302
4807215002500,PEORIA SCHOOL DISTRICT 150,PEORIA,Unit,,"  12,257.20 ",,"  80,159,187.32 ","  11,082,592.52 ","  34,341,265.74 ","  69,395,688.49 ","  194,978,734.07 ",0.9,"  182,420,429.50 ","  14,882.71 ",,"  46,117,893.84 ","  59,910,083.97 ","  127,396,878.70 ",69.8%,,"  55,023,550.80 ",70%,1,1,,"  6,101,519.14 ","  1,830,455.74 ","  26,422,995.39 ","  1,660,199.05 ","  1,660,199.05 ",  -   , $ 149.34 , $ 135.45 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  1,830,455.74 ",  149.33 ,"  67,566,475.96 ","  69,396,931.70 ",,"  69,396,931.70 ",,92,46,,4489
4807226502600,FARMINGTON CENTRAL C U S D 265,PEORIA,Unit,,"  1,187.38 ",,"  7,110,342.04 ","  1,073,593.37 ","  1,787,894.80 ","  6,087,143.48 ","  16,058,973.69 ",0.9,"  15,061,790.66 ","  12,684.89 ",,"  6,518,742.99 ","  4,170,227.11 ","  11,089,560.41 ",73.6%,,"  3,972,230.25 ",74%,2,0,,  -   ,  -   ,"  1,398,744.23 ","  87,885.34 ","  87,885.34 ",  -   , $ -   , $ 74.02 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  4,253,105.78 ","  4,253,105.78 ",,"  4,253,105.78 ",,91,46,,3345
4807230902600,BRIMFIELD C U SCHOOL DIST 309,PEORIA,Unit,,  634.11 ,,"  3,687,189.38 ","  573,343.23 ","  696,294.68 ","  3,150,465.44 ","  8,107,292.73 ",0.9,"  7,611,610.00 ","  12,003.61 ",,"  5,251,249.73 ","  1,229,399.27 ","  6,668,206.82 ",87.6%,,"  943,403.18 ",88%,2,0,,  -   ,  -   ,"  56,513.30 ","  3,550.82 ","  19,260.30 ",  -   , $ -   , $ 5.60 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,234,556.28 ","  1,234,556.28 ",,"  1,234,556.28 ",,73,37,,1488
4807231001600,LIMESTONE COMM HIGH SCH DIST 310,PEORIA,High School,,  928.83 ,,"  6,062,489.91 ","  839,820.22 ","  1,583,565.02 ","  5,364,297.98 ","  13,850,173.13 ",0.9,"  13,001,585.61 ","  13,997.80 ",,"  4,379,134.22 ","  2,817,474.06 ","  10,518,701.08 ",80.9%,,"  2,482,884.53 ",81%,2,0,,  -   ,  -   ,"  870,368.04 ","  54,686.62 ","  54,686.62 ",  -   , $ -   , $ 58.88 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,898,994.15 ","  2,898,994.15 ",,"  2,898,994.15 ",,92,46,,2673
4807231600400,LIMESTONE WALTERS C C S DIST 316,PEORIA,Elementary,,  195.14 ,,"  1,115,619.12 ","  176,439.73 ","  237,929.39 ","  928,849.36 ","  2,458,837.60 ",0.9,"  2,305,838.77 ","  11,816.33 ",,"  1,506,865.63 ","  126,740.16 ","  1,685,644.32 ",73.1%,,"  620,194.45 ",73%,1,1,,"  1,808.02 ",  542.41 ,"  134,812.12 ","  8,470.46 ","  8,470.46 ",  -   , $ 2.78 , $ 43.41 , $ -   , $ -   , $ -   ,  -    ,  -    ,  542.40 ,  2.77 ,"  129,149.36 ","  129,691.76 ",,"  129,691.76 ",,91,46,,3178
4807232102600,IL VALLEY CENTRAL UNIT DIST 321,PEORIA,Unit,,"  1,939.63 ",,"  11,659,668.50 ","  1,753,755.25 ","  3,000,818.20 ","  9,989,858.59 ","  26,404,100.54 ",0.9,"  24,762,676.34 ","  12,766.70 ",,"  10,855,957.30 ","  4,693,814.81 ","  17,372,645.44 ",70.2%,,"  7,390,030.90 ",70%,1,1,,"  749,105.65 ","  224,731.70 ","  2,633,360.13 ","  165,458.23 ","  165,458.23 ",  -   , $ 115.86 , $ 85.30 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  224,731.69 ",  115.86 ,"  4,815,967.07 ","  5,040,698.76 ",,"  5,040,698.76 ",,73,37,,3810
4807232202600,ELMWOOD C U SCHOOL DISTRICT 322,PEORIA,Unit,,  639.80 ,,"  3,755,440.82 ","  578,487.96 ","  813,964.66 ","  3,206,275.95 ","  8,354,169.39 ",0.9,"  7,839,380.04 ","  12,252.86 ",,"  3,772,608.18 ","  1,794,830.17 ","  5,886,142.24 ",75.1%,,"  1,953,237.80 ",75%,2,0,,  -   ,  -   ,"  641,594.80 ","  40,312.43 ","  40,312.43 ",  -   , $ -   , $ 63.01 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,811,559.58 ","  1,811,559.58 ",,"  1,811,559.58 ",,73,37,,3053
4807232302600,DUNLAP C U SCHOOL DIST 323,PEORIA,Unit,,"  4,616.25 ",,"  26,873,902.54 ","  4,173,874.76 ","  5,895,518.36 ","  23,038,928.73 ","  59,982,224.39 ",0.9,"  56,287,894.82 ","  12,193.42 ",,"  38,861,162.58 ","  3,600,159.34 ","  43,833,531.63 ",77.9%,,"  12,454,363.19 ",78%,2,0,,  -   ,  -   ,"  2,113,197.62 ","  132,775.59 ","  140,212.81 ",  -   , $ -   , $ 28.76 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  3,638,373.13 ","  3,638,373.13 ",,"  3,638,373.13 ",,73,37,,2698
4807232502600,PEORIA HGHTS C U SCH DIST 325,PEORIA,Unit,,  695.45 ,,"  4,411,521.05 ","  628,805.02 ","  1,530,703.12 ","  3,774,995.35 ","  10,346,024.54 ",0.9,"  9,688,921.62 ","  13,931.87 ",,"  4,666,246.60 ","  1,255,295.87 ","  7,209,518.66 ",74.4%,,"  2,479,402.96 ",74%,2,0,,  -   ,  -   ,"  838,937.70 ","  52,711.80 ","  52,711.80 ",  -   , $ -   , $ 75.80 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,377,817.10 ","  1,377,817.10 ",,"  1,377,817.10 ",,92,46,,3565
4807232602600,PRINCEVILLE C U SCH DIST 326,PEORIA,Unit,,  665.62 ,,"  3,942,595.58 ","  601,833.63 ","  908,237.34 ","  3,376,877.20 ","  8,829,543.75 ",0.9,"  8,284,277.09 ","  12,445.95 ",,"  4,305,282.10 ","  1,878,601.13 ","  6,673,980.55 ",80.6%,,"  1,610,296.54 ",81%,2,0,,  -   ,  -   ,"  393,670.96 ","  24,734.98 ","  24,734.98 ",  -   , $ -   , $ 37.16 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,897,967.43 ","  1,897,967.43 ",,"  1,897,967.43 ",,73,37,,2419
4807232702600,ILLINI BLUFFS CU SCH DIST 327,PEORIA,Unit,,  860.45 ,,"  5,089,163.05 ","  777,993.07 ","  1,167,691.60 ","  4,345,163.79 ","  11,380,011.51 ",0.9,"  10,676,526.73 ","  12,408.07 ",,"  5,042,150.55 ","  1,225,694.55 ","  8,523,229.33 ",79.8%,,"  2,153,297.40 ",80%,2,0,,  -   ,  -   ,"  579,734.28 ","  36,425.63 ","  36,425.63 ",  -   , $ -   , $ 42.33 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,245,694.09 ","  1,245,694.09 ",,"  1,245,694.09 ",,91,46,,2503
4807232800300,HOLLIS CONS SCHOOL DIST 328,PEORIA,Elementary,,  84.63 ,,"  464,253.26 ","  76,519.90 ","  93,418.40 ","  370,281.05 ","  1,004,472.61 ",0.9,"  941,053.45 ","  11,119.62 ",,"  672,382.69 ","  45,780.53 ","  2,132,184.26 ",226.6%,,"  (1,191,130.81)",227%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.86 ,  -    ,  72.41 ,  72.41 ,  0.85 ,"  45,780.53 ","  45,852.94 ",,"  45,852.94 ",,91,46,,-14075
4900000000093,SAFE SCH-ROCK ISLAND ROE,ROCK ISLAND,Regional,,  11.99 ,,"  62,838.08 ","  10,840.99 ","  22,364.51 ","  58,590.72 ","  154,634.30 ",0.9,"  145,029.94 ","  12,095.90 ",,"  14,502.99 ","  99,130.09 ","  113,633.08 ",78.4%,,"  31,396.86 ",78%,2,0,,  -   ,  -   ,"  15,204.48 ",  955.32 ,  955.32 ,  -   , $ -   , $ 79.68 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  99,130.09 ","  99,130.09 ",,"  99,130.09 ",,71,36,,2619
4908102900200,HAMPTON SCHOOL DISTRICT 29,ROCK ISLAND,Elementary,,  234.05 ,,"  1,329,174.59 ","  211,620.98 ","  298,801.26 ","  1,116,258.10 ","  2,955,854.93 ",0.9,"  2,771,895.24 ","  11,843.17 ",,"  1,215,232.78 ","  678,589.38 ","  1,944,300.17 ",70.1%,,"  827,595.07 ",70%,1,1,,"  84,220.29 ","  25,266.09 ","  304,265.80 ","  19,117.51 ","  19,117.51 ",  -   , $ 107.95 , $ 81.68 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  25,266.08 ",  107.95 ,"  689,659.93 ","  714,926.01 ",,"  714,926.01 ",,71,36,,3536
4908103001700,UNITED TWP HS DISTRICT 30,ROCK ISLAND,High School,,"  1,739.50 ",,"  11,553,543.93 ","  1,572,803.71 ","  3,671,081.06 ","  10,313,742.04 ","  27,111,170.74 ",0.9,"  25,431,427.87 ","  14,619.96 ",,"  6,288,639.63 ","  7,020,052.14 ","  17,205,920.93 ",67.7%,,"  8,225,506.94 ",68%,1,1,,"  1,405,234.00 ","  421,570.20 ","  4,093,423.78 ","  257,196.36 ","  257,196.36 ",  -   , $ 242.35 , $ 147.86 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  421,570.19 ",  242.35 ,"  7,379,606.66 ","  7,801,176.85 ",,"  7,801,176.85 ",,72,36,,4729
4908103400200,SILVIS SCHOOL DISTRICT 34,ROCK ISLAND,Elementary,,  601.25 ,,"  3,687,087.96 ","  543,632.21 ","  1,556,762.02 ","  3,179,833.31 ","  8,967,315.50 ",0.9,"  8,388,567.28 ","  13,951.87 ",,"  1,963,984.01 ","  2,909,225.25 ","  5,555,250.47 ",66.2%,,"  2,833,316.81 ",66%,1,1,,"  583,646.88 ","  175,094.07 ","  1,430,021.69 ","  89,850.55 ","  89,850.55 ",  -   , $ 291.22 , $ 149.44 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  175,094.06 ",  291.21 ,"  3,081,120.85 ","  3,256,214.91 ",,"  3,256,214.91 ",,71,36,,4712
4908103600200,CARBON CLIFF-BARSTOW SCH DIST 36,ROCK ISLAND,Elementary,,  263.00 ,,"  1,614,558.42 ","  237,796.71 ","  572,376.32 ","  1,358,350.02 ","  3,783,081.47 ",0.9,"  3,540,608.32 ","  13,462.38 ",,"  654,491.30 ","  1,948,445.09 ","  2,750,631.44 ",77.7%,,"  789,976.88 ",78%,2,0,,  -   ,  -   ,"  360,284.61 ","  22,637.26 ","  22,637.26 ",  -   , $ -   , $ 86.07 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,108,912.38 ","  2,108,912.38 ",,"  2,108,912.38 ",,71,36,,3004
4908103700200,EAST MOLINE SCHOOL DISTRICT 37,ROCK ISLAND,Elementary,,"  2,567.55 ",,"  15,875,726.33 ","  2,321,501.68 ","  7,734,674.18 ","  13,936,064.81 ","  39,867,967.00 ",0.9,"  37,274,776.77 ","  14,517.64 ",,"  9,174,825.13 ","  13,391,446.26 ","  26,554,725.26 ",71.2%,,"  10,720,051.51 ",71%,1,1,,"  723,595.44 ","  217,078.63 ","  5,260,494.47 ","  330,525.28 ","  330,525.28 ",  -   , $ 84.55 , $ 128.73 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  217,078.63 ",  84.54 ,"  14,176,817.63 ","  14,393,896.26 ",,"  14,393,896.26 ",,72,36,,4175
4908104002200,MOLINE UNIT SCHOOL DISTRICT 40,ROCK ISLAND,Unit,,"  6,898.87 ",,"  43,137,271.74 ","  6,237,751.28 ","  16,979,858.01 ","  37,797,154.52 ","  104,152,035.55 ",0.9,"  97,516,547.44 ","  14,135.14 ",,"  35,081,492.76 ","  22,791,435.76 ","  66,488,452.78 ",68.2%,,"  31,028,094.66 ",68%,1,1,,"  4,875,828.52 ","  1,462,748.56 ","  13,217,713.51 ","  830,490.07 ","  830,490.07 ",  -   , $ 212.03 , $ 120.38 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  1,462,748.55 ",  212.02 ,"  24,293,510.47 ","  25,756,259.02 ",,"  25,756,259.02 ",,72,36,,4498
4908104102500,ROCK ISLAND SCHOOL DISTRICT 41,ROCK ISLAND,Unit,,"  5,906.69 ",,"  37,416,919.41 ","  5,340,651.89 ","  15,139,910.65 ","  32,617,015.68 ","  90,514,497.63 ",0.9,"  84,724,749.43 ","  14,343.86 ",,"  20,449,722.74 ","  30,416,736.16 ","  59,300,413.00 ",70.0%,,"  25,424,336.43 ",70%,1,1,,"  2,702,611.21 ","  810,783.36 ","  12,586,812.72 ","  790,849.57 ","  790,849.57 ",  -   , $ 137.27 , $ 133.89 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  810,783.36 ",  137.26 ,"  32,369,876.90 ","  33,180,660.26 ",,"  33,180,660.26 ",,72,36,,4304
4908110002600,RIVERDALE C U SCHOOL DIST 100,ROCK ISLAND,Unit,,"  1,061.10 ",,"  6,202,608.19 ","  959,414.78 ","  1,249,545.62 ","  5,289,042.91 ","  13,700,611.50 ",0.9,"  12,859,454.64 ","  12,118.98 ",,"  7,191,007.03 ","  2,195,324.30 ","  9,919,072.47 ",77.1%,,"  2,940,382.17 ",77%,2,0,,  -   ,  -   ,"  729,275.70 ","  45,821.56 ","  45,821.56 ",  -   , $ -   , $ 43.18 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,221,136.42 ","  2,221,136.42 ",,"  2,221,136.42 ",,71,36,,2771
4908120002600,SHERRARD COMM UNIT SCH DIST 200,ROCK ISLAND,Unit,,"  1,344.22 ",,"  8,024,217.92 ","  1,215,403.39 ","  1,930,711.87 ","  6,856,246.62 ","  18,026,579.80 ",0.9,"  16,909,546.47 ","  12,579.44 ",,"  6,868,657.77 ","  5,530,593.36 ","  12,739,885.49 ",75.3%,,"  4,169,660.98 ",75%,2,0,,  -   ,  -   ,"  1,471,855.82 ","  92,479.05 ","  92,479.05 ",  -   , $ -   , $ 68.80 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  5,588,056.50 ","  5,588,056.50 ",,"  5,588,056.50 ",,74,37,,3102
